Label,Type,Tags,Description,Coaching Year Retired,Coaching Year Started,Current Position,First,Last,Playing Year Retired,Playing Year Started College,Wikipedia info,closeness,metrics::last,year retired
Joe Novak,Coach,,,2007,1972,,,,,,,0.26272012951117457,0.26272012951117457,
Marc Trestman,Coach,,,,,,,,,,,0.22041882937405397,0.22041882937405397,
Tom Flores,Coach,,,,,,,,,,,0.2192875808547457,0.2192875808547457,
Gunther Cunningham,Coach,,,,,,,,,,,0.22939873145097095,0.22939873145097095,
"William ""Bill"" Alexander",Coach,,,1944,1920,,,,,,,0.1971117536416049,0.1971117536416049,
Mike Tomlin,Coach,,,,1995,,,,,,,0.2840924346521363,0.2840924346521363,
Mike Locksley,Coach,,,,1992,,,,,,,0.2616352760009481,0.2616352760009481,
Bill Battle,,,,1976,1964,,,,,,,,,
Rick Forzano,Coach,,,1976,1951,,,,,,,0.25713792150359366,0.25713792150359366,
Jim Ward,,,,,,,,,,,,,,
Greg McMackin,,,,,,,,,,,,,,
Larry Jones,Coach,,,,,,,,,,,0.1992290531469643,0.1992290531469643,
Jim Thorpe,Coach,,,1926,1915,,,,,,,0.14943536286819917,0.14943536286819917,
Chuck Knox,Coach,,,,,,,,,,,0.2292210484374669,0.2292210484374669,
Tom Herman,Coach,,,,1998,,,,,,,0.24316315249151157,0.24316315249151157,
Lloyd Carr,Coach,,,2007,1968,,,,,,,0.2456181394614235,0.2456181394614235,
Bo Rein,Coach,,,1979,1969,,,,,,,0.22897615099107704,0.22897615099107704,
Ron Prince,Coach,,,,,,,,,,,0.23360084498144254,0.23360084498144254,
Lou Holtz,Coach,,,2004,1960,,,,,,,0.2826532022427546,0.2826532022427546,
George Brugel,Coach,,,,,,,,,,,0.22897615099107704,0.22897615099107704,
Moe Ankney,,,,,,,,,,,,,,
Mike McCoy,Coach,,,,,,,,,,,0.19194808784361067,0.19194808784361067,
Jim McElwain,Coach,,,,,,,,,,,0.23708540630182473,0.23708540630182473,
Dennis Green,Coach,,,2011,1972,,,,,,,0.27681631524915135,0.27681631524915135,
Dirk Koetter,Coach,,,,1983,,,,,,,0.2680387743820583,0.2680387743820583,
Steve Belichick Jr.,Coach,,,,,,,,,,,0.24095396035694602,0.24095396035694602,
Harry J. Mehre,Coach,,,,,,,,,,,0.1691534212056604,0.1691534212056604,
George Chaump,Coach,,,,,,,,,,,0.22897615099107704,0.22897615099107704,
Doug Pederson,Coach,,,,,,,,,,,0.2248549819445348,0.2248549819445348,
Frank A. Mason,Coach,,,,,,,,,,,0.11866299814061078,0.11866299814061078,
Vance Joseph,Coach,,,,,,,,,,,0.250593263839533,0.250593263839533,
Jeff Fisher,Coach,,,2016,1985,,,,,,,0.2530926715628212,0.2530926715628212,
Herm Edwards,Coach,,,,1987,,,,,,,0.2630547658532737,0.2630547658532737,
Bill Walsh,Coach,,,1994,1960,,,,,,,0.2959883124062228,0.2959883124062228,
Tyrone Wheatley,Coach,,,,2007,,,,,,,0.24633084577114478,0.24633084577114478,
Jim L Mora,Coach,,,2017,1984,,,,,,,0.2670022901366187,0.2670022901366187,
David Cutcliffe,,,,,,,,,,,,,,
Hal Mumme,Coach,,,,,,,,,,,0.18900151120300424,0.18900151120300424,
Charles McClendon,,,,,,,,,,,,,,
Charlie Taafe,,,,,,,,,,,,,,
Trent Miles,,,,,,,,,,,,,,
Brent Guy,Coach,,,,,,,,,,,0.20625246781963277,0.20625246781963277,
Ed Orgeron,Coach,,,,1984,,,,,,,0.2722557845692174,0.2722557845692174,
Weeb Ewbank,,,,,,,,,,,,0.2011106085732959,0.2011106085732959,
E.O. “Woody” Wagenhorst,Coach,,,,,,,,,,,0.13915840240467162,0.13915840240467162,
Ralph Staub,Coach,,,,,,,,,,,0.22897615099107704,0.22897615099107704,
Mike White,Coach,,,,,,,,,,,0.20786157595859164,0.20786157595859164,
David Shaw,Coach,,,,1995,,,,,,,0.2611555318644873,0.2611555318644873,
Jim Caldwell,Coach,,,,,,,,,,,0.2506338258203934,0.2506338258203934,
Kirk Ferentz,Coach,,,,,,,,,,,0.25796710889994523,0.25796710889994523,
Woody Hayes,Coach,,,1978,1946,,,,,,,0.31333017452420425,0.31333017452420425,
Forrest Gregg,,,,,,,,,,,,0.21323155147782064,0.21323155147782064,
Ron McBride,,,,,,,,,,,,,,
Jim Fassel,Coach,,,,,,,,,,,0.2742191818684358,0.2742191818684358,
Jim Hillis,,,,,,,,,,,,,,
"George ""Kid"" Woodruff",Coach,,,,,,,,,,,0.1691534212056604,0.1691534212056604,
Mark Whipple,Coach,,,,,,,,,,,0.18970533336205034,0.18970533336205034,
Don James,Coach,,,1992,1956,,,,,,,0.2676439232409386,0.2676439232409386,
Paul Schudel,Coach,,,,,,,,,,,0.242715983574193,0.242715983574193,
Pete Carroll,Coach,,,,1973,,,,,,,0.31682756850667265,0.31682756850667265,
Frank Gansz,,,,,,,,,,,,,,
Kevin Wilson,Coach,,,,,,,,,,,0.2079188293740541,0.2079188293740541,
Mike Pettine,Coach,,,,1993,,,,,,,0.249952617863066,0.249952617863066,
Ara Parseghian,Coach,Miami (OH)|Northwestern|Notre Dame|Browns,,1974,1950,,,,1949,1946,,0.259720247966517,0.259720247966517,
Doug Graber,,,,,,,,,,,,,,
Andy Reid,Coach,BYU|UTEP|Missouri|Packers|Eagles|Chiefs,,,1982,KC Head Coach,,,,,,0.28309355100399897,0.28309355100399897,
Brad Lambert,,,,,,,,,,,,,,
Romeo Crennel,Coach,,,,1970,,,,,,,0.2645591487009402,0.2645591487009402,
Dick LeBeau,Coach,,,10`7,1973,,,,,,,0.2582079680960282,0.2582079680960282,
George Adams,Coach,,,,,,,,,,,0.13479796185020124,0.13479796185020124,
Ed Biles,,,,,,,,,,,,,,
Jimbo Fisher,Coach,,,,1988,,,,,,,0.20805900152915147,0.20805900152915147,
Jack Marks,Coach,,,,,,,,,,,0.15487668080951714,0.15487668080951714,
Gus Bradley,Coach,,,,,,,,,,,0.22938886017244303,0.22938886017244303,
Vic Fangio,Coach,,,,1978,,,,,,,0.282355089631209,0.282355089631209,
Matt LaFleur,Coach,,,,2003,,,,,,,0.2615622285398408,0.2615622285398408,
Jim Tomsula,Coach,,,,,,,,,,,0.23708540630182473,0.23708540630182473,
George Halas,Coach,,,1967,1920,,,,,,,0.22877486664800148,0.22877486664800148,
Jonathan Smith,Coach,,,,,,,,,,,0.1803601939795974,0.1803601939795974,
Dana Dimel,,,,,,,,,,,,,,
Charlie Weis,Coach,,,,,,,,,,,0.2573452183526816,0.2573452183526816,
Ed Chlebek,,,,,,,,,,,,,,
Mike Neu,Coach,,,,,,,,,,,0.2103787519832302,0.2103787519832302,
David Bailiff,Coach,,,,,,,,,,,0.1918492853194351,0.1918492853194351,
Frank Maloney,Coach,,,1980,1968,,,,,,,0.2873223169864962,0.2873223169864962,
Jack Del Rio,Coach,,,2017,1997,,,,,,,0.2807046118613283,0.2807046118613283,
"Harold ""Red"" Drew",Coach,,,,,,,,,,,0.1691534212056604,0.1691534212056604,
Don Nehlen,Coach,,,,,,,,,,,0.242715983574193,0.242715983574193,
Rip Scherer,,,,,,,,,,,,,,
Jay Harbaugh,Coach,,,,2008,,,,,,,0.23708540630182473,0.23708540630182473,
Tim Rose,,,,,,,,,,,,,,
Jesse Harper,Coach,,,1917,1906,,,,,,,0.16379421435391633,0.16379421435391633,
Bobby Bowden,Coach,,,,,,,,,,,0.17536335278872617,0.17536335278872617,
Marty Schottenheimer,Coach,,,2011,1974,,,,,,,0.2951976229961305,0.2951976229961305,
Bobby Hauck,,,,,,,,,,,,,,
Bill Parcells,Coach,,,2006,1964,,,,,,,0.30478954434178335,0.30478954434178335,
Jim Leavitt,Coach,,,,,,,,,,,0.20685667980444178,0.20685667980444178,
Jay Norvell,Coach,,,,,,,,,,,0.20685667980444178,0.20685667980444178,
Al Davis,Coach,Colts|The Citadel|USC|Chargers|Raiders,,1965,1950,,,,,,,0.27606511095317066,0.27606511095317066,
Eddie Crowder,Coach,,,,,,,,,,,0.20649727552712713,0.20649727552712713,
Amos Alonzo Stagg,Coach,Yale|Chicago,,1958,1890,,,,1889,1885,,0.1637654979072894,0.1637654979072894,
Jim Haslett,Coach,,,,,,,,,,,0.24332602858722302,0.24332602858722302,
"Jim ""Sleepy"" Crowley",,,,,,,,,,,,0.17079486295904242,0.17079486295904242,
Bennie Oosterbaan,Coach,,,1958,1928,,,,,,,0.16051111685440092,0.16051111685440092,
"Glenn ""Pop"" Warner",Coach,,,1939,1895,,,,,,,0.17909164494985394,0.17909164494985394,
Dennis Allen,Coach,,,,,,,,,,,0.21037875198323017,0.21037875198323017,
Jimmy Sharpe,Coach,,,,,,,,,,,0.2224966437653013,0.2224966437653013,
Scottie Montgomery,Coach,,,,,,,,,,,0.21507945481826155,0.21507945481826155,
Mike Price,Coach,,,,,,,,,,,0.2081981865563961,0.2081981865563961,
Jim Mackenzie,,,,,,,,,,,,,,
Butch Davis,Coach,,,,,,,,,,,0.22249664376530132,0.22249664376530132,
Brian Billick,Coach,,,2007,1978,,,,,,,0.27337222617073365,0.27337222617073365,
Bob Surace,Coach,,,,,,,,,,,0.2283178264521554,0.2283178264521554,
Monte Kiffin,Coach,,,,1966,,,,,,,0.3004866540314301,0.3004866540314301,
Sean Kugler,Coach,,,,,,,,,,,0.22446407931482637,0.22446407931482637,
Dan McCarney,Coach,,,,,,,,,,,0.20685667980444178,0.20685667980444178,
Jerry Hanlon,Coach,,,,,,,,,,,0.242715983574193,0.242715983574193,
Fielding Yost,Coach,Michigan,,1926,1897,Retired,Fielding,Yost,,,Yes,0.1973802524175665,0.1973802524175665,
Derek Dooley,,,,,,,,,,,,,,
Leslie Frazier,Coach,,,,,,,,,,,0.24661325407594112,0.24661325407594112,
"F. William ""John"" Rane",Coach,,,1894,1893,,,,,,,0.16216949164710412,0.16216949164710412,
Steve Mariucci,Coach,,,2005,1978,,,,,,,0.26690160309563304,0.26690160309563304,
Steve Spagnuolo,Coach,,,,,,,,,,,0.2184228568556932,0.2184228568556932,
Brian Polian,Coach,,,,,,,,,,,0.23708540630182473,0.23708540630182473,
Brad Childress,Coach,,,,,,,,,,,0.24679587272870906,0.24679587272870906,
Mike DuBose,Coach,,,,,,,,,,,0.2224966437653013,0.2224966437653013,
Don Treadwell,Coach,,,,1986,,,,,,,0.21716220484877274,0.21716220484877274,
Bret Bielema,Coach,,,,1994,,,,,,,0.25796710889994523,0.25796710889994523,
Bud Grant,Coach,,,1985,1957,,,,,,,0.24619264787175288,0.24619264787175288,
Wayne Hardin,Coach,,,1982,1949,,,,,,,0.20192786069651794,0.20192786069651794,
Ron Vanderlinden,Coach,,,,,,,,,,,0.242715983574193,0.242715983574193,
Tom Coughlin,Coach,,,2015,1969,,,,,,,0.23260088446655666,0.23260088446655666,
Bob Stoops,Coach,,,,1983,,,,,,,0.2733633420200591,0.2733633420200591,
Bill Belichick,Coach,,,,1975,,,,,,No,0.33699064202795526,0.33699064202795526,
Dave McGinnis,,,,,,,,,,,,0.2277067943112726,0.2277067943112726,
Gregg Williams,,,,,,,,,,,,0.19779583324359507,0.19779583324359507,
Clive Rush,Coach,,,,,,,,,,,0.22897615099107704,0.22897615099107704,
Ruffin McNeil,,,,,,,,,,,,,,
Buddy Ryan,Coach,,,,,,,,,,,0.26524026691937164,0.26524026691937164,
Jim Dennison,Coach,,,,,,,,,,,0.21716220484877274,0.21716220484877274,
Jim Harbaugh,Coach,Michigan|Bears|Colts|Chargers|Raiders|Stanford|49ers|Western Kentucky|San Diego,,,2002,,,,,1983,,0.32740563057727207,0.32740563057727207,
John Harbaugh,Coach,,,,1984,,,,,,,0.3064015241254046,0.3064015241254046,
Rich Ellerson,,,,,,,,,,,,,,
Jimmy Johnson,Coach,,,,,,,,,,,0.18886331330361203,0.18886331330361203,
Dick Vermeil,Coach,,,2005,1959,,,,,,,0.2519960622572566,0.2519960622572566,
Todd Bowles,Coach,,,,1997,,,,,,,0.2647457158651192,0.2647457158651192,
Willie Taggart,Coach,,,,,,,,,,,0.23708540630182473,0.23708540630182473,
Jay Gruden,Coach,,,,1997,,,,,,,0.25903625810342257,0.25903625810342257,
Earle Bruce,Coach,,,2004,1953,,,,,,,0.3128968253968252,0.3128968253968252,
Greg Robinson,Coach,,,2015,1975,,,,,,,0.26089295585564287,0.26089295585564287,
Jim Colletto,,,,,,,,,,,,,,
Joe Gibbs,Coach,,,,,,,,,,,0.21883745055386922,0.21883745055386922,
Mike Haywood,,,,,,,,,,,,,,
Kay Stephenson,Coach,,,,,,,,,,,0.2330618731738141,0.2330618731738141,
Bill Hildebrand,Coach,,,1968,1947,,,,,,,0.21713851378030555,0.21713851378030555,
Jerry Claiborne,,,,,,,,,,,,,,
James Franklin,Coach,,,,1995,,,,,,,0.22593974571586584,0.22593974571586584,
Zac Taylor,Coach,,,,2008,,,,,,,0.20866411090291773,0.20866411090291773,
Chuck Stobart,Coach,,,,,,,,,,,0.242715983574193,0.242715983574193,
Joe Vitt,,,,,,,,,,,,,,
Steve Belichick,Coach,,,1989,1946,,,,,,,0.24427070994235234,0.24427070994235234,
Vic Koening,,,,,,,,,,,,,,
Mike Riley,Coach,,,,1975,,,,,,,0.2696556898049436,0.2696556898049436,
Peggy Parratt,Coach,,,,,,,,,,,0.15487668080951714,0.15487668080951714,
Cam Cameron,Coach,,,2016,1984,,,,,,,0.2844951828160784,0.2844951828160784,
Carm Cozza,,,,,,,,,,,,,,
Red Miller,Coach,,,,,,,,,,,0.24095396035694602,0.24095396035694602,
Bo Schembechler,Coach,Michigan,,1989,1952,Retired,Bo,Schembechler,,,Yes,0.34108722261707314,0.34108722261707314,
"Marshall ""Ma"" Newell",Coach,,,,,,,,,,,0.15370567795940981,0.15370567795940981,
Art Briles,Coach,Baylor,,2015,1979,,,,1977,1974,,0.18900151120300424,0.18900151120300424,
Rex Ryan,Coach,,,2016,1987,,,,,,,0.2683201955590017,0.2683201955590017,
Sid Gillman,Coach,,,1981,1934,,,,,,,0.3037145621100845,0.3037145621100845,
Jim Lee Howell,,,,,,,,,,,,0.21155343412806166,0.21155343412806166,
Ryan Day,Coach,,,,,,,,,,,0.20654860617547252,0.20654860617547252,
Charlie Strong,Coach,,,,,,,,,,,0.21066995469980618,0.21066995469980618,
Josh McDaniels,Coach,,,,1999,,,,,,,0.2846511490168208,0.2846511490168208,
Dom Capers,Coach,,,,,,,,,,,0.24427169707020496,0.24427169707020496,
Mike Nolan,Coach,,,,1981,,,,,,,0.2519258864408124,0.2519258864408124,
Al Groh,Coach,Virginia|Army|UNC|Air Force|Texas Tech|Wake Forest|Falcons|South Carolina|Giants|Browns|Patriots|Jets|Georgia Tech,,2012,1967,,,,1965,1963,,0.24095396035694602,0.24095396035694602,
Sean McVay,Coach,,,,2008,,,,,,,0.270929084735055,0.270929084735055,
Dick Crum,Coach,,,,,,,,,,,0.23206298952567683,0.23206298952567683,
Paul J. Amen,Coach,,,,,,,,,,,0.17959714414938335,0.17959714414938335,
Chuck Fairbanks,Coach,,,,,,,,,,,0.1755528813364637,0.1755528813364637,
Gary Barnett,,,,,,,,,,,,,,
Len Casanova,Coach,,,,,,,,,,,0.22101801598070314,0.22101801598070314,
Butch Jones,,,,,,,,,,,,,,
Les Miles,Coach,,,,1980,,,,,,,0.2698007975993055,0.2698007975993055,
Ray Graves,Coach,,,1969,1944,,,,,,,0.222437505833029,0.222437505833029,
Jim Lambright,,,,,,,,,,,,0.16685134931403614,0.16685134931403614,
Forest Evashevski,Coach,,,,,,,,,,,0.21559276130171734,0.21559276130171734,
Darrell Dickey,,,,,,,,,,,,,,
Dick Jauron,,,,,,,,,,,,0.22100222193505836,0.22100222193505836,
"Thomas Gawthrop ""Doggie"" Trenchard",Coach,,,,,,,,,,,0.16051111685440095,0.16051111685440095,
Terry Robiskie,,,,,,,,,,,,0.19161838714077586,0.19161838714077586,
Doyt Perry,Coach,,,,,,,,,,,0.25722084024322867,0.25722084024322867,
Larry Smith,Coach,,,,,,,,,,,0.242715983574193,0.242715983574193,
Eric Mangini,Coach,,,2015,1995,,,,,,,0.2760848535102268,0.2760848535102268,
Joe Moorhead,Coach,,,,1998,,,,,,,0.22144436547421695,0.22144436547421695,
Jim Carlen,Coach,,,,,,,,,,,0.21716220484877274,0.21716220484877274,
Dan Mullen,Coach,,,,,,,,,,,0.17536335278872617,0.17536335278872617,
Bob Simmons,,,,2015,1976,,,,,,,,,
Paul Rhoads,Coach,,,,,,,,,,,0.1918492853194351,0.1918492853194351,
Dennis Erickson,Coach,,,,,,,,,,,0.2364230435125964,0.2364230435125964,
Jim Donnan,,,,,,,,,,,,,,
Mike DeBord,,,,,,,,,,,,,,
Gerry DiNardo,,,,,,,,,,,,,,
Steve Spurrier,Coach,,,2019,1978,,,,,,,0.27603657398433545,0.27603657398433545,
Bill Mallory,Coach,,,1996,1960,,,,,,,0.23715549237937367,0.23715549237937367,
Al Saunders,Coach,USC|Missouri|Utah State|California|Tennessee|Chargers|Chiefs|Rams|Redskins|Ravens|Raiders|Dolphins|Browns,,2018,1970,,,,,,,0.22865928295032847,0.22865928295032847,
"William ""Bill"" Spaulding",Coach,,,,,,,,,,,0.1691534212056604,0.1691534212056604,
Mike Holmgren,Coach,,,2007,1971,,,,,,,0.28201946616125734,0.28201946616125734,
Paul Brown,Coach,,,1975,1930,,,,,,,0.25903123272526285,0.25903123272526285,
Don Shula,Coach,,,1995,1960,,,,,,,0.22244145434444013,0.22244145434444013,
Raheem Morris,Coach,,,,,,,,,,,0.22041882937405402,0.22041882937405402,
Ben Martin,Coach,,,1977,1949,,,,,,,0.1812643409658338,0.1812643409658338,
Stan Cofall,Coach,,,,,,,,,,,0.15487668080951714,0.15487668080951714,
Francis Schmidt,,,,1942,1915,,,,,,,0.22539197949645762,0.22539197949645762,
Scott Shafer,Coach,,,,1991,,,,,,,0.24633084577114478,0.24633084577114478,
Kyle Shanahan,Coach,,,,2003,,,,,,,0.26675945668483014,0.26675945668483014,
Doug Marrone,Coach,,,,1992,,,,,,,0.2499665273919009,0.2499665273919009,
Lane Kiffin,Coach,,,,,,,,,,,0.28187929400615974,0.28187929400615974,
Warren Schmackel,,,,,,,,,,,,,,
George Rich,Coach,,,1934,1930,,,,,,,0.23469754402590293,0.23469754402590293,
Mike Zimmer,Coach,,,,1979,,,,,,,0.27109196083076714,0.27109196083076714,
Chuck Long,Coach,,,,,,,,,,,0.22054913025062362,0.22054913025062362,
Mike Mularkey,Coach,,,,1993,,,,,,,0.30718727789623296,0.30718727789623296,
Dave Clawson,,,,,,,,,,,,,,
Jim Schwartz,Coach,,,,,,,,,,,0.2668571823422573,0.2668571823422573,
Jim E Mora,Coach,,,2001,1961,,,,,,,0.25244215430782646,0.25244215430782646,
Jim Owens,,,,,,,,,,,,,,
Mark Snyder,,,,,,,,,,,,,,
Blanton Collier,,,,1970,1928,,,,,,,0.2011106085732959,0.2011106085732959,
Gregg Brandon,,,,,,,,,,,,,,
Bryan Harsin,Coach,,,,,,,,,,,0.1803601939795974,0.1803601939795974,
John McKay,Coach,,,1984,1950,,,,,,,0.24037954168551234,0.24037954168551234,
Kirby Smart,Coach,,,,,,,,,,,0.2533641317223412,0.2533641317223412,
Mike MacIntyre,Coach,,,,,,,,,,,0.22559425096738592,0.22559425096738592,
Kyle Whittingham,,,,,,,,,,,,,,
Jerry Frei,Coach,,,1982,1948,,,,,,,0.2163360685748751,0.2163360685748751,
John Bonamego,Coach,,,,,,,,,,,0.21037875198323017,0.21037875198323017,
Bill McCartney,Coach,,,1994,1974,,,,,,,0.242715983574193,0.242715983574193,
Jason Garrett,Coach,,,,2005,,,,,,,0.2884594882729211,0.2884594882729211,
Chip Kelly,Coach,,,,,,,,,,,0.18970533336205034,0.18970533336205034,
Scott O'Brien,Coach,,,2014,1980,,,,,,,0.2703220011055834,0.2703220011055834,